neighbourhood_cleansed,price
West Town,499.0
Armour Square,243.0
Near North Side,244.0
Lower West Side,38.0
Bridgeport,201.0
North Center,200.0
Avondale,105.0
Woodlawn,135.0
Lower West Side,251.0
Near South Side,111.0
Uptown,53.0
Lincoln Park,110.0
Lincoln Park,120.0
Lake View,95.0
Lincoln Park,378.0
North Center,129.0
West Town,883.0
Near West Side,35.0
Near West Side,33.0
Woodlawn,40.0
West Town,708.0
Grand Boulevard,300.0
South Shore,61.0
Logan Square,105.0
West Town,62.0
West Town,62.0
West Town,62.0
East Garfield Park,162.0
West Town,221.0
West Town,195.0
Logan Square,120.0
Mckinley Park,1000.0
Near North Side,378.0
Woodlawn,100.0
West Town,59.0
West Town,62.0
West Town,62.0
Portage Park,58.0
Near North Side,100.0
Uptown,58.0
Lincoln Park,399.0
North Park,152.0
Woodlawn,221.0
Lower West Side,255.0
Near North Side,240.0
Lower West Side,39.0
Albany Park,113.0
Lower West Side,34.0
Near West Side,91.0
Mckinley Park,120.0
Lower West Side,120.0
Irving Park,55.0
Near West Side,500.0
Austin,199.0
Humboldt Park,82.0
Lincoln Park,182.0
West Town,126.0
Near South Side,345.0
Lincoln Park,78.0
West Town,133.0
Lower West Side,159.0
Beverly,66.0
Irving Park,106.0
Near North Side,199.0
Lincoln Square,88.0
Lake View,214.0
Logan Square,104.0
Rogers Park,79.0
Lake View,90.0
Lincoln Park,649.0
Logan Square,265.0
Montclare,55.0
Near West Side,125.0
Near West Side,125.0
Near West Side,139.0
Near North Side,125.0
Rogers Park,103.0
Near West Side,125.0
Near South Side,114.0
Mckinley Park,30.0
Lincoln Park,85.0
Near West Side,124.0
Near West Side,121.0
Edgewater,252.0
Bridgeport,201.0
North Lawndale,41.0
Greater Grand Crossing,120.0
Near West Side,120.0
Logan Square,69.0
Near West Side,124.0
Near West Side,50.0
East Garfield Park,105.0
Near West Side,113.0
Near West Side,156.0
Near West Side,125.0
Near West Side,230.0
West Town,91.0
Lake View,468.0
South Shore,199.0
South Shore,199.0
Near West Side,121.0
Logan Square,133.0
Near West Side,132.0
Grand Boulevard,139.0
Near West Side,129.0
Near North Side,145.0
Lincoln Square,115.0
Near West Side,111.0
Near North Side,113.0
Near North Side,113.0
Lincoln Park,150.0
West Town,175.0
Lincoln Park,256.0
Near West Side,93.0
Douglas,118.0
Avondale,108.0
Logan Square,160.0
Lincoln Square,68.0
Near North Side,109.0
Near North Side,97.0
Ashburn,80.0
Irving Park,171.0
Woodlawn,325.0
Near North Side,109.0
Near North Side,175.0
Near North Side,109.0
Near North Side,150.0
Albany Park,57.0
Lake View,175.0
East Garfield Park,38.0
Mckinley Park,50.0
Norwood Park,125.0
Loop,275.0
Austin,281.0
Washington Park,73.0
Lake View,463.0
Woodlawn,200.0
Avondale,59.0
Avondale,250.0
Near North Side,107.0
Lake View,200.0
Uptown,176.0
Douglas,264.0
Near West Side,126.0
Loop,133.0
Near North Side,182.0
Near West Side,129.0
Irving Park,103.0
Logan Square,67.0
Kenwood,100.0
South Shore,15.0
Loop,230.0
Loop,240.0
East Side,83.0
Hermosa,93.0
Logan Square,266.0
South Shore,24.0
Near North Side,348.0
Near North Side,596.0
Near West Side,92.0
Near North Side,328.0
Loop,75.0
Greater Grand Crossing,365.0
Lincoln Park,110.0
Ashburn,128.0
Grand Boulevard,170.0
Humboldt Park,101.0
Near North Side,191.0
Near West Side,161.0
West Ridge,95.0
Near North Side,276.0
Lincoln Park,93.0
Lake View,66.0
West Town,179.0
North Center,177.0
Lincoln Square,297.0
Near North Side,374.0
Loop,130.0
Near West Side,201.0
Edgewater,350.0
Logan Square,199.0
Avondale,87.0
Near South Side,126.0
Lincoln Park,104.0
Lincoln Park,106.0
Lincoln Park,150.0
Lincoln Park,91.0
Avondale,94.0
Edgewater,221.0
Roseland,157.0
Logan Square,135.0
Douglas,400.0
Logan Square,96.0
Irving Park,40.0
Lake View,386.0
Lincoln Park,149.0
Near North Side,133.0
Loop,286.0
Near North Side,167.0
Near South Side,182.0
West Town,47.0
Edgewater,72.0
Near North Side,233.0
Avondale,165.0
Lake View,389.0
West Ridge,18.0
West Town,147.0
Hyde Park,69.0
Near North Side,188.0
West Town,143.0
Near North Side,188.0
Lincoln Park,195.0
Auburn Gresham,128.0
Irving Park,104.0
Near North Side,188.0
Near North Side,109.0
West Englewood,26.0
Mckinley Park,128.0
West Ridge,97.0
West Town,87.0
Loop,144.0
Near North Side,140.0
Near North Side,102.0
West Town,96.0
Lincoln Park,399.0
Loop,133.0
Loop,232.0
Near South Side,214.0
Loop,127.0
West Town,107.0
Lincoln Park,299.0
Beverly,216.0
Lake View,98.0
West Town,149.0
Near South Side,165.0
Near South Side,178.0
Near South Side,272.0
Near West Side,300.0
Near South Side,144.0
Loop,269.0
Near South Side,247.0
Near North Side,103.0
Near North Side,127.0
Near North Side,129.0
Near North Side,107.0
Near South Side,158.0
Lake View,175.0
Englewood,150.0
Albany Park,204.0
Lake View,288.0
Loop,107.0
Irving Park,121.0
Loop,128.0
Near South Side,177.0
Loop,184.0
Loop,207.0
Loop,321.0
Near West Side,363.0
Loop,252.0
Loop,205.0
Bridgeport,239.0
East Side,134.0
West Town,145.0
Near West Side,92.0
Lower West Side,82.0
Near North Side,112.0
Loop,122.0
Lower West Side,112.0
Loop,293.0
Loop,166.0
Lake View,24.0
Loop,294.0
Loop,133.0
West Town,400.0
North Lawndale,100.0
South Shore,229.0
South Lawndale,37.0
North Lawndale,410.0
Near North Side,176.0
Near North Side,149.0
Near North Side,171.0
Uptown,58.0
Uptown,65.0
Uptown,59.0
South Shore,178.0
Lower West Side,45.0
Greater Grand Crossing,57.0
West Town,93.0
Lake View,58.0
Uptown,85.0
Bridgeport,181.0
North Center,130.0
Logan Square,356.0
Irving Park,75.0
Edgewater,206.0
Humboldt Park,246.0
Loop,126.0
Lincoln Park,124.0
East Garfield Park,209.0
Bridgeport,193.0
Near South Side,197.0
Bridgeport,28.0
Greater Grand Crossing,48.0
Bridgeport,31.0
North Center,264.0
Near North Side,96.0
Near North Side,96.0
West Town,331.0
Rogers Park,191.0
Bridgeport,70.0
Greater Grand Crossing,200.0
Lake View,32.0
Logan Square,227.0
Irving Park,164.0
Lincoln Square,175.0
Lincoln Park,525.0
South Shore,124.0
North Center,110.0
Irving Park,448.0
Near West Side,108.0
Lower West Side,449.0
Hyde Park,118.0
Near West Side,370.0
West Town,106.0
Woodlawn,45.0
Bridgeport,31.0
West Town,158.0
Austin,109.0
Lower West Side,44.0
Loop,238.0
Lake View,79.0
Near North Side,136.0
West Town,126.0
Uptown,76.0
Lincoln Square,191.0
Near North Side,94.0
Humboldt Park,310.0
West Town,635.0
West Town,40.0
West Town,350.0
Lincoln Park,81.0
West Lawn,114.0
Clearing,399.0
Lake View,465.0
Lincoln Park,170.0
West Town,145.0
Ashburn,150.0
Lincoln Square,73.0
Lake View,26.0
Albany Park,214.0
Brighton Park,23.0
Logan Square,199.0
Near West Side,30.0
Woodlawn,85.0
Logan Square,53.0
Loop,407.0
Hermosa,86.0
Near North Side,117.0
Bridgeport,116.0
Uptown,200.0
Lincoln Park,116.0
Douglas,89.0
Bridgeport,53.0
Rogers Park,188.0
Mckinley Park,23.0
Douglas,45.0
Near North Side,399.0
Loop,218.0
Near West Side,248.0
Brighton Park,23.0
Brighton Park,23.0
Brighton Park,23.0
Bridgeport,53.0
Logan Square,226.0
Near North Side,399.0
Near North Side,428.0
Near North Side,383.0
Fuller Park,202.0
Irving Park,139.0
North Center,200.0
Armour Square,164.0
Lake View,35.0
Lake View,29.0
Bridgeport,32.0
Woodlawn,69.0
Irving Park,105.0
Portage Park,95.0
Near West Side,48.0
Portage Park,72.0
Lake View,160.0
Lincoln Park,170.0
Near West Side,133.0
Loop,124.0
Woodlawn,111.0
Woodlawn,943.0
Bridgeport,35.0
West Town,315.0
Lower West Side,94.0
Near North Side,117.0
Avondale,121.0
Near North Side,125.0
Grand Boulevard,212.0
West Ridge,88.0
Near North Side,120.0
Near North Side,116.0
Near North Side,113.0
Edgewater,89.0
Lower West Side,39.0
Mckinley Park,85.0
Lower West Side,64.0
Lower West Side,138.0
Lower West Side,17.0
Lake View,446.0
Belmont Cragin,139.0
Near West Side,85.0
Woodlawn,246.0
Near South Side,221.0
Lincoln Square,332.0
Douglas,77.0
North Center,130.0
Logan Square,200.0
North Center,92.0
West Ridge,80.0
Kenwood,289.0
Bridgeport,205.0
Edgewater,53.0
Edgewater,100.0
South Shore,180.0
Lincoln Park,543.0
Forest Glen,218.0
Woodlawn,171.0
Douglas,35.0
Lake View,928.0
Lower West Side,100.0
Mount Greenwood,103.0
Lake View,299.0
Near North Side,344.0
Logan Square,261.0
Near South Side,197.0
Irving Park,66.0
Humboldt Park,76.0
West Ridge,154.0
Lake View,24.0
Lake View,38.0
Lake View,89.0
Lake View,30.0
Lake View,26.0
Hermosa,110.0
Lower West Side,55.0
Uptown,132.0
Lincoln Square,75.0
South Shore,110.0
North Center,309.0
Near South Side,458.0
Englewood,117.0
Near North Side,566.0
Edgewater,63.0
West Town,115.0
Lincoln Park,159.0
Lake View,192.0
Lake View,81.0
Loop,145.0
West Town,89.0
Brighton Park,87.0
Woodlawn,45.0
Woodlawn,45.0
Rogers Park,74.0
Edgewater,59.0
Lincoln Park,143.0
Near South Side,143.0
Near South Side,107.0
Near South Side,132.0
Near South Side,112.0
Austin,111.0
Norwood Park,175.0
Near South Side,118.0
Near South Side,188.0
Near South Side,124.0
Near South Side,150.0
Near South Side,111.0
Near South Side,152.0
Lower West Side,53.0
Lake View,200.0
Logan Square,225.0
Near South Side,225.0
Near South Side,187.0
Near South Side,141.0
Near South Side,206.0
Near South Side,131.0
Norwood Park,153.0
Rogers Park,78.0
Edgewater,68.0
Rogers Park,155.0
Rogers Park,109.0
Avondale,89.0
South Shore,107.0
Bridgeport,200.0
West Town,132.0
Austin,135.0
Brighton Park,123.0
Near West Side,83.0
Armour Square,194.0
Dunning,186.0
Lincoln Park,208.0
Logan Square,149.0
Loop,115.0
West Town,232.0
Loop,276.0
Kenwood,52.0
Loop,278.0
Loop,1399.0
Humboldt Park,33.0
Loop,119.0
Near South Side,245.0
Lake View,464.0
Lake View,49.0
South Shore,373.0
Englewood,37.0
West Ridge,425.0
Avondale,157.0
Near North Side,149.0
Near West Side,60.0
Hermosa,346.0
Brighton Park,30.0
Englewood,55.0
Loop,133.0
Near North Side,111.0
Douglas,130.0
Logan Square,203.0
Near West Side,85.0
North Lawndale,252.0
Near North Side,111.0
Portage Park,75.0
Humboldt Park,33.0
Avondale,23.0
Humboldt Park,39.0
Armour Square,23.0
Armour Square,25.0
Logan Square,170.0
Englewood,29.0
North Park,69.0
Kenwood,118.0
Lake View,350.0
Kenwood,51.0
Kenwood,52.0
Lake View,306.0
Portage Park,240.0
Chatham,113.0
Near South Side,133.0
Lake View,330.0
Near South Side,123.0
Near South Side,152.0
Near South Side,100.0
Irving Park,78.0
Near South Side,200.0
Near South Side,220.0
Near South Side,325.0
Lake View,147.0
Lower West Side,267.0
Lake View,171.0
Englewood,31.0
Loop,104.0
East Garfield Park,117.0
Roseland,113.0
Lincoln Park,508.0
Logan Square,539.0
Albany Park,98.0
Logan Square,86.0
Washington Park,225.0
Lincoln Square,62.0
Lincoln Square,60.0
Loop,115.0
Loop,156.0
West Town,190.0
Avondale,55.0
Near North Side,199.0
Humboldt Park,99.0
Near South Side,105.0
Rogers Park,99.0
Near West Side,130.0
Humboldt Park,244.0
Englewood,26.0
Loop,142.0
Belmont Cragin,150.0
East Garfield Park,164.0
Belmont Cragin,364.0
West Town,98.0
Logan Square,39.0
Beverly,201.0
Uptown,500.0
Logan Square,168.0
Loop,696.0
Near West Side,24.0
Lincoln Park,367.0
Armour Square,118.0
West Town,285.0
West Ridge,88.0
Lincoln Park,64.0
Rogers Park,229.0
Lincoln Park,246.0
Grand Boulevard,150.0
West Ridge,78.0
Lincoln Park,100.0
Loop,122.0
Uptown,93.0
Near West Side,96.0
Loop,148.0
Loop,168.0
Loop,158.0
Loop,218.0
Humboldt Park,206.0
Loop,242.0
Logan Square,45.0
Near South Side,160.0
Near South Side,246.0
New City,92.0
Loop,122.0
Englewood,26.0
Brighton Park,32.0
Portage Park,118.0
West Town,76.0
Woodlawn,239.0
Edgewater,159.0
Avondale,157.0
Dunning,79.0
Roseland,100.0
Grand Boulevard,125.0
Humboldt Park,126.0
Near West Side,27.0
Near West Side,24.0
Near North Side,150.0
Woodlawn,321.0
Belmont Cragin,376.0
Irving Park,112.0
Bridgeport,65.0
West Town,80.0
Lincoln Park,128.0
Grand Boulevard,99.0
Loop,152.0
Avondale,110.0
Lake View,201.0
Clearing,41.0
Jefferson Park,148.0
Edgewater,114.0
Edgewater,101.0
Loop,144.0
Humboldt Park,130.0
Avondale,123.0
Loop,104.0
Norwood Park,55.0
Loop,199.0
Logan Square,129.0
Albany Park,65.0
Near North Side,199.0
Near North Side,240.0
Lower West Side,100.0
Near West Side,134.0
Woodlawn,95.0
South Shore,276.0
Near North Side,163.0
Loop,117.0
Loop,117.0
Near West Side,140.0
Logan Square,126.0
Lake View,210.0
Woodlawn,32.0
Lincoln Square,185.0
Douglas,85.0
West Town,614.0
Near West Side,115.0
West Town,342.0
Logan Square,80.0
West Town,200.0
Near North Side,200.0
West Town,147.0
Lincoln Square,120.0
Archer Heights,75.0
West Town,165.0
West Town,529.0
Near North Side,1203.0
Irving Park,91.0
West Town,262.0
Hermosa,120.0
Loop,133.0
West Town,184.0
North Lawndale,64.0
Loop,90.0
West Town,1579.0
Jefferson Park,279.0
Loop,117.0
Loop,117.0
Loop,117.0
Lower West Side,100.0
Near West Side,500.0
Woodlawn,110.0
Washington Park,179.0
Logan Square,250.0
North Center,247.0
Lower West Side,63.0
Portage Park,72.0
Lincoln Park,334.0
Near North Side,132.0
Grand Boulevard,349.0
Near West Side,125.0
Logan Square,89.0
Austin,83.0
Clearing,399.0
West Town,110.0
Mckinley Park,31.0
Avondale,66.0
Avondale,68.0
Lincoln Square,74.0
Near North Side,165.0
Woodlawn,160.0
South Lawndale,53.0
Chatham,205.0
North Center,105.0
Englewood,68.0
Englewood,68.0
Near North Side,260.0
Lincoln Square,132.0
South Chicago,350.0
West Town,250.0
Near South Side,146.0
Humboldt Park,145.0
Near West Side,83.0
Near South Side,238.0
Lincoln Square,60.0
Hyde Park,404.0
Bridgeport,107.0
West Town,59.0
Irving Park,300.0
Woodlawn,279.0
North Center,250.0
Near North Side,149.0
Near North Side,145.0
Dunning,438.0
West Town,224.0
Logan Square,216.0
Bridgeport,114.0
Albany Park,42.0
Greater Grand Crossing,178.0
Lake View,58.0
Logan Square,71.0
Lake View,66.0
West Town,80.0
Logan Square,69.0
Near West Side,157.0
Lincoln Park,126.0
Lake View,62.0
Lake View,609.0
Uptown,58.0
Lake View,58.0
Lake View,83.0
Lake View,77.0
Lake View,90.0
Lake View,58.0
Lake View,75.0
Lake View,86.0
Lake View,58.0
Lake View,66.0
West Town,100.0
Hermosa,129.0
Logan Square,237.0
North Center,155.0
Near South Side,118.0
Edgewater,70.0
West Town,583.0
Humboldt Park,78.0
Loop,117.0
Near West Side,266.0
Irving Park,255.0
Douglas,180.0
Irving Park,97.0
West Town,96.0
Uptown,101.0
West Town,80.0
Chicago Lawn,130.0
West Town,273.0
Kenwood,182.0
Lower West Side,90.0
Lincoln Square,195.0
Near South Side,186.0
Albany Park,162.0
Washington Heights,243.0
West Englewood,29.0
Loop,122.0
Loop,96.0
Calumet Heights,95.0
Near West Side,157.0
Beverly,49.0
Loop,98.0
Loop,117.0
Lake View,79.0
Avondale,150.0
Auburn Gresham,123.0
Avondale,140.0
Near North Side,143.0
West Town,353.0
Lake View,96.0
Auburn Gresham,211.0
Lincoln Park,180.0
Rogers Park,75.0
Irving Park,100.0
Edgewater,176.0
Lake View,57.0
Bridgeport,137.0
West Elsdon,100.0
Logan Square,116.0
West Garfield Park,45.0
Lincoln Park,94.0
Irving Park,117.0
Logan Square,148.0
Lincoln Park,225.0
West Lawn,91.0
Loop,104.0
West Town,308.0
West Town,175.0
Albany Park,667.0
Logan Square,157.0
Near South Side,196.0
Hermosa,52.0
Lincoln Square,160.0
Near West Side,100.0
South Shore,100.0
Bridgeport,110.0
Uptown,78.0
Edgewater,115.0
Uptown,65.0
Rogers Park,66.0
Rogers Park,83.0
Lincoln Park,80.0
Logan Square,53.0
West Town,250.0
Chatham,122.0
Near South Side,237.0
Near North Side,112.0
Uptown,58.0
Portage Park,82.0
South Shore,194.0
Grand Boulevard,90.0
Lake View,204.0
Near South Side,128.0
Near South Side,357.0
Lake View,113.0
Loop,125.0
Woodlawn,169.0
Logan Square,164.0
Chatham,89.0
Near South Side,134.0
West Town,90.0
West Town,158.0
Albany Park,104.0
Lake View,58.0
Logan Square,60.0
Lake View,58.0
Rogers Park,57.0
West Town,82.0
Rogers Park,81.0
Uptown,119.0
Loop,106.0
Uptown,52.0
North Center,160.0
Lower West Side,86.0
Near North Side,354.0
Uptown,52.0
Uptown,52.0
Portage Park,65.0
Bridgeport,150.0
Near West Side,122.0
Near North Side,107.0
Portage Park,110.0
West Town,150.0
Lake View,60.0
Woodlawn,118.0
Lake View,58.0
Lake View,58.0
Lake View,58.0
Lake View,58.0
Lake View,66.0
Lake View,58.0
West Town,167.0
Lake View,136.0
Lake View,203.0
West Ridge,92.0
Near North Side,248.0
Near North Side,361.0
Near North Side,263.0
Near North Side,416.0
Near North Side,518.0
Near North Side,289.0
Near North Side,667.0
Near South Side,109.0
New City,119.0
Douglas,230.0
Uptown,58.0
West Town,136.0
Loop,350.0
Near North Side,98.0
Lower West Side,125.0
Lake View,1006.0
Near South Side,106.0
Loop,104.0
Near North Side,135.0
Near South Side,121.0
Austin,121.0
Albany Park,392.0
Near West Side,79.0
Near North Side,154.0
Near North Side,144.0
Near North Side,135.0
Near West Side,115.0
Near North Side,444.0
Lower West Side,61.0
Mckinley Park,195.0
West Town,82.0
Lake View,65.0
Albany Park,125.0
Logan Square,399.0
Lower West Side,95.0
Rogers Park,76.0
Brighton Park,31.0
Near West Side,306.0
Near North Side,3000.0
Lower West Side,639.0
Lincoln Park,2500.0
Loop,182.0
Irving Park,67.0
Near South Side,154.0
West Town,440.0
Uptown,82.0
Uptown,105.0
Near West Side,143.0
Bridgeport,78.0
West Town,195.0
Montclare,163.0
West Ridge,82.0
Near South Side,112.0
Near South Side,150.0
Near South Side,167.0
Irving Park,135.0
Mckinley Park,210.0
Near West Side,90.0
Near West Side,122.0
Lincoln Park,43.0
Near North Side,202.0
Logan Square,128.0
Logan Square,148.0
West Town,110.0
Loop,339.0
Loop,339.0
North Lawndale,218.0
Edgewater,272.0
Irving Park,55.0
Near North Side,221.0
Dunning,139.0
Woodlawn,294.0
Clearing,399.0
West Lawn,45.0
North Center,92.0
Uptown,52.0
Uptown,52.0
Uptown,52.0
North Lawndale,161.0
Clearing,399.0
Clearing,399.0
North Lawndale,354.0
Clearing,399.0
Loop,329.0
Logan Square,175.0
Near West Side,313.0
Mckinley Park,127.0
Lake View,220.0
Lincoln Park,31.0
Loop,360.0
Loop,122.0
Lincoln Park,343.0
West Town,48.0
Loop,102.0
Loop,124.0
Near West Side,132.0
Woodlawn,79.0
Near West Side,102.0
Belmont Cragin,549.0
Near North Side,194.0
Near North Side,181.0
West Town,129.0
Near North Side,194.0
Near North Side,297.0
Near North Side,297.0
Lincoln Square,160.0
Avondale,107.0
Lake View,29.0
Calumet Heights,92.0
Near West Side,400.0
Near South Side,156.0
Near South Side,102.0
West Town,47.0
West Town,850.0
Grand Boulevard,89.0
Uptown,259.0
Lower West Side,46.0
Near South Side,109.0
Lake View,95.0
Lake View,62.0
South Deering,231.0
Dunning,174.0
Near North Side,133.0
North Center,104.0
Avondale,69.0
East Garfield Park,309.0
Near South Side,124.0
Lake View,113.0
Near West Side,100.0
Washington Heights,110.0
Rogers Park,127.0
South Chicago,52.0
Irving Park,74.0
Avondale,251.0
Near South Side,119.0
Lake View,66.0
Avondale,110.0
Near South Side,141.0
Lake View,464.0
Near West Side,89.0
Near West Side,178.0
Lincoln Park,140.0
Lincoln Square,122.0
Dunning,130.0
Woodlawn,214.0
Logan Square,156.0
West Town,598.0
West Town,581.0
Lincoln Square,79.0
Loop,119.0
Loop,86.0
Near West Side,128.0
Near West Side,130.0
Near North Side,106.0
Near South Side,113.0
Near North Side,415.0
Near West Side,244.0
Jefferson Park,437.0
West Town,103.0
Near North Side,285.0
West Englewood,78.0
Roseland,119.0
Avondale,71.0
Austin,79.0
Uptown,99.0
Kenwood,190.0
Near North Side,145.0
Edgewater,97.0
Hyde Park,405.0
Logan Square,452.0
Uptown,57.0
Grand Boulevard,120.0
Near West Side,124.0
Near South Side,151.0
Humboldt Park,53.0
Loop,311.0
Logan Square,531.0
East Garfield Park,109.0
Logan Square,325.0
Near South Side,150.0
Near South Side,156.0
Lake View,445.0
Lake View,169.0
Austin,425.0
Near West Side,266.0
Lower West Side,200.0
Loop,205.0
Near South Side,238.0
West Town,111.0
Logan Square,105.0
West Town,172.0
West Ridge,58.0
Near North Side,135.0
South Chicago,25.0
Loop,125.0
Near West Side,201.0
Logan Square,98.0
Lake View,27.0
Lake View,29.0
Irving Park,157.0
Lake View,27.0
Lincoln Square,129.0
Belmont Cragin,147.0
West Town,108.0
West Town,175.0
Grand Boulevard,125.0
Loop,121.0
Lincoln Park,126.0
Loop,372.0
Bridgeport,66.0
Bridgeport,100.0
Albany Park,84.0
South Lawndale,50.0
Near South Side,121.0
Near South Side,197.0
Near South Side,114.0
Near North Side,100.0
Edgewater,205.0
Bridgeport,86.0
Loop,124.0
Near West Side,129.0
Loop,123.0
Lincoln Park,35.0
Irving Park,98.0
Lower West Side,100.0
Rogers Park,190.0
Near South Side,156.0
West Town,99.0
Lincoln Park,196.0
South Shore,72.0
Lower West Side,98.0
Avondale,146.0
Logan Square,107.0
Lincoln Park,218.0
Grand Boulevard,117.0
West Town,102.0
East Garfield Park,83.0
West Town,123.0
Near South Side,194.0
East Garfield Park,274.0
West Town,306.0
Loop,136.0
Near North Side,139.0
Near West Side,50.0
Avondale,159.0
Portage Park,75.0
Rogers Park,65.0
West Ridge,101.0
Portage Park,69.0
Portage Park,66.0
Rogers Park,70.0
Near North Side,229.0
Grand Boulevard,546.0
Douglas,75.0
Logan Square,249.0
Near South Side,160.0
Portage Park,115.0
Douglas,45.0
Loop,151.0
East Side,26.0
Englewood,73.0
Near West Side,298.0
Edgewater,220.0
Avondale,165.0
Loop,72.0
Near North Side,134.0
Near West Side,114.0
West Town,143.0
Logan Square,97.0
Logan Square,105.0
South Chicago,29.0
Irving Park,119.0
South Shore,189.0
Near North Side,103.0
Irving Park,118.0
Lake View,65.0
Near North Side,136.0
Near North Side,139.0
Humboldt Park,115.0
Lake View,85.0
Loop,95.0
Edgewater,186.0
West Town,149.0
West Town,72.0
Near North Side,2743.0
Douglas,135.0
West Town,1371.0
Edgewater,190.0
Lake View,319.0
Lower West Side,104.0
Near West Side,194.0
Near North Side,123.0
Lake View,101.0
Lower West Side,110.0
West Ridge,160.0
Near West Side,29.0
West Ridge,225.0
Near South Side,230.0
Near South Side,205.0
Loop,113.0
West Town,306.0
Grand Boulevard,83.0
Lake View,325.0
Near North Side,94.0
Lake View,58.0
Lake View,66.0
Lake View,313.0
Humboldt Park,75.0
South Chicago,35.0
Avondale,189.0
Avondale,90.0
Jefferson Park,95.0
Uptown,58.0
Near North Side,178.0
Near North Side,137.0
Portage Park,58.0
Chatham,205.0
Norwood Park,399.0
Lower West Side,77.0
Logan Square,178.0
Lincoln Square,107.0
Loop,176.0
West Town,643.0
West Lawn,47.0
West Town,105.0
Belmont Cragin,79.0
Lower West Side,133.0
Chatham,205.0
East Side,24.0
East Side,22.0
East Side,40.0
Grand Boulevard,118.0
Jefferson Park,65.0
Logan Square,131.0
Loop,169.0
Loop,120.0
Loop,97.0
Near South Side,292.0
West Town,134.0
Near West Side,296.0
Near West Side,320.0
West Ridge,39.0
Near North Side,339.0
Chatham,374.0
Bridgeport,306.0
Near West Side,377.0
Near West Side,314.0
South Shore,888.0
Near West Side,344.0
South Shore,888.0
South Shore,888.0
South Shore,59.0
Near North Side,105.0
Edgewater,98.0
Armour Square,48.0
Avondale,169.0
Uptown,111.0
Near South Side,164.0
Near South Side,121.0
Lake View,200.0
Logan Square,169.0
East Garfield Park,82.0
Grand Boulevard,131.0
Near South Side,229.0
Lake View,58.0
Near South Side,57.0
Near West Side,205.0
Logan Square,288.0
Logan Square,288.0
Loop,96.0
Armour Square,201.0
Logan Square,205.0
Ohare,301.0
Lincoln Square,63.0
Lincoln Square,60.0
Rogers Park,145.0
South Chicago,33.0
Logan Square,194.0
Mckinley Park,252.0
Edgewater,92.0
West Town,181.0
Near South Side,104.0
West Town,714.0
West Town,144.0
West Town,67.0
Edgewater,800.0
Near North Side,124.0
Hyde Park,302.0
Lake View,175.0
Avondale,116.0
South Chicago,364.0
Mckinley Park,92.0
Loop,113.0
Logan Square,109.0
Near South Side,103.0
Near South Side,105.0
Lower West Side,128.0
Logan Square,150.0
Albany Park,49.0
Rogers Park,89.0
Albany Park,42.0
Albany Park,42.0
Avondale,128.0
Loop,1125.0
Loop,1206.0
Albany Park,221.0
West Town,528.0
Rogers Park,64.0
West Town,385.0
Near North Side,128.0
Near South Side,89.0
Near South Side,100.0
Near South Side,100.0
Lincoln Square,188.0
Uptown,85.0
Avondale,50.0
Rogers Park,57.0
Hyde Park,128.0
Near North Side,298.0
Rogers Park,98.0
West Town,177.0
Jefferson Park,158.0
Loop,146.0
Loop,103.0
West Town,81.0
Washington Park,119.0
Loop,120.0
Loop,120.0
Near West Side,129.0
Lincoln Park,147.0
Pullman,38.0
West Town,630.0
Avondale,42.0
West Town,1056.0
West Town,200.0
West Town,1569.0
Lake View,100.0
West Town,1281.0
Bridgeport,32.0
Near South Side,111.0
Logan Square,150.0
Near South Side,133.0
Near North Side,116.0
Portage Park,102.0
Logan Square,89.0
Lower West Side,77.0
Near South Side,136.0
Woodlawn,39.0
West Ridge,117.0
Edgewater,89.0
Woodlawn,85.0
Near West Side,121.0
Avondale,234.0
Jefferson Park,75.0
East Side,45.0
Grand Boulevard,216.0
Loop,240.0
Logan Square,197.0
Near South Side,112.0
North Lawndale,150.0
Near North Side,309.0
West Town,272.0
Morgan Park,189.0
Grand Boulevard,109.0
Portage Park,383.0
West Ridge,33.0
Hermosa,110.0
Logan Square,221.0
North Center,125.0
Avondale,41.0
Belmont Cragin,54.0
Lincoln Park,80.0
West Ridge,73.0
West Ridge,117.0
Rogers Park,64.0
Lower West Side,85.0
Logan Square,40.0
West Town,1028.0
Lake View,57.0
Norwood Park,39.0
Lake View,68.0
Lake View,55.0
West Ridge,129.0
East Garfield Park,328.0
Lake View,127.0
Near West Side,50.0
Portage Park,111.0
Avondale,215.0
Near South Side,92.0
Lake View,663.0
Near South Side,193.0
Near West Side,80.0
West Town,2585.0
Armour Square,54.0
West Ridge,150.0
Loop,97.0
Near North Side,174.0
Pullman,24.0
Albany Park,219.0
Near North Side,126.0
Near North Side,124.0
Near South Side,206.0
East Garfield Park,44.0
West Town,126.0
Douglas,186.0
Lake View,151.0
Hermosa,314.0
Near South Side,139.0
Logan Square,106.0
Washington Park,43.0
Loop,95.0
Loop,120.0
Portage Park,261.0
West Ridge,300.0
Near North Side,2321.0
Loop,124.0
Brighton Park,49.0
Loop,117.0
Lower West Side,105.0
Oakland,250.0
Irving Park,106.0
Grand Boulevard,457.0
Near North Side,194.0
Uptown,82.0
Loop,120.0
Montclare,52.0
Near West Side,148.0
Near North Side,127.0
Near North Side,134.0
Near North Side,127.0
Near North Side,132.0
Near North Side,188.0
Near North Side,120.0
Near North Side,125.0
